time(s),p(kPa),Voltage(V)
5.25,0.585,5.40
5.26,0.583,5.47
5.28,0.5820000000000001,5.51
5.29,0.581,5.58
5.3,0.5780000000000001,5.65
5.31,0.576,5.67
5.32,0.5740000000000001,5.68
5.34,0.572,5.68
5.35,0.5700000000000001,5.79
5.36,0.5650000000000001,5.82
5.37,0.5599999999999999,5.70
5.38,0.558,5.58
5.4,0.558,5.64
5.41,0.558,5.83
5.42,0.553,6.03
5.43,0.545,5.94
5.44,0.5389999999999999,5.71
5.46,0.538,5.56
5.47,0.541,5.71
5.48,0.538,6.08
5.49,0.53,6.17
5.51,0.521,5.89
5.52,0.519,5.63
5.53,0.52,5.71
5.54,0.519,6.03
5.55,0.511,6.21
5.56,0.501,6.05
5.58,0.497,5.70
5.59,0.497,5.67
5.6,0.49800000000000005,5.94
5.61,0.492,6.31
5.62,0.481,6.22
5.64,0.47300000000000003,5.82
5.65,0.47300000000000003,5.69
5.66,0.475,5.97
5.67,0.471,6.34
5.69,0.45899999999999996,6.39
5.7,0.449,5.97
5.71,0.449,5.69
5.72,0.449,5.99
5.73,0.446,6.30
5.75,0.438,6.46
5.76,0.42699999999999994,6.26
5.77,0.42300000000000004,5.91
5.78,0.421,6.01
5.79,0.418,6.18
5.81,0.41200000000000003,6.35
5.82,0.40499999999999997,6.34
5.83,0.398,6.19
5.84,0.394,6.08
5.85,0.39,6.19
5.86,0.387,6.32
5.88,0.379,6.41
5.89,0.373,6.30
5.9,0.367,6.30
5.91,0.361,6.26
5.93,0.359,6.20
5.94,0.356,6.39
5.95,0.348,6.61
5.96,0.33999999999999997,6.44
5.97,0.335,6.34
5.99,0.33199999999999996,6.38
6.0,0.327,6.50
6.01,0.321,6.55
6.02,0.315,6.52
6.03,0.308,6.49
6.05,0.304,6.47
6.06,0.29900000000000004,6.51
6.07,0.294,6.58
6.08,0.288,6.60
6.09,0.28300000000000003,6.57
6.11,0.277,6.61
6.12,0.272,6.61
6.13,0.266,6.62
6.14,0.261,6.59
6.16,0.256,6.63
6.17,0.252,6.69
6.18,0.246,6.77
6.19,0.24,6.73
6.2,0.23500000000000001,6.72
6.21,0.231,6.75
6.23,0.225,6.82
6.24,0.22000000000000003,6.78
6.25,0.21600000000000003,6.83
6.26,0.21200000000000002,6.85
6.28,0.207,6.94
6.29,0.2,6.96
6.3,0.195,6.82
6.31,0.191,6.83
6.32,0.186,6.91
6.34,0.18,6.92
6.35,0.176,6.85
6.36,0.172,6.92
6.37,0.16799999999999998,6.94
6.38,0.16299999999999998,6.98
6.4,0.158,6.97
6.41,0.152,6.95
6.42,0.147,6.88
6.43,0.143,6.84
6.44,0.141,6.88
6.46,0.135,7.02
6.47,0.129,6.91
6.48,0.125,6.78
6.49,0.121,6.81
6.5,0.11699999999999999,6.85
6.51,0.11200000000000002,6.80
6.53,0.10800000000000001,6.73
6.54,0.10300000000000001,6.76
6.55,0.098,6.69
6.56,0.095,6.62
6.58,0.091,6.60
6.59,0.088,6.61
6.6,0.08499999999999999,6.67
6.61,0.08,6.65
6.62,0.076,6.54
6.64,0.073,6.53
6.65,0.06899999999999999,6.49
6.66,0.066,6.45
6.67,0.064,6.48
6.68,0.06,6.50
6.7,0.059,6.45
6.71,0.056999999999999995,6.53
6.72,0.053000000000000005,6.54
6.73,0.049,6.47
6.75,0.046,6.39
6.76,0.044,6.32
6.77,0.043,6.36
6.78,0.041999999999999996,6.41
6.79,0.038,6.46
6.8,0.037,6.36
6.82,0.034999999999999996,6.38
6.83,0.032,6.34
6.84,0.031,6.29
6.85,0.03,6.30
6.86,0.027000000000000003,6.30
6.88,0.026000000000000002,6.23
6.89,0.025,6.23
6.9,0.024,6.22
6.91,0.022,6.20
6.93,0.020999999999999998,6.18
6.94,0.022,6.15
6.95,0.020999999999999998,6.26
6.96,0.019,6.22
6.97,0.018,6.10
6.98,0.016,6.04
7.0,0.016,5.98
7.01,0.018,5.98
7.02,0.018,6.05
7.03,0.016,6.05
7.05,0.016,5.96
7.06,0.015,5.94
7.07,0.016,5.84
7.08,0.016,5.88
7.09,0.016,5.84
7.11,0.018,5.79
7.12,0.016,5.81
7.13,0.018,5.68
7.14,0.018,5.68
7.15,0.019,5.62
7.17,0.018,5.61
7.18,0.019,5.45
7.19,0.02,5.43
7.2,0.020999999999999998,5.41
7.21,0.020999999999999998,5.39
7.23,0.022,5.27
7.24,0.024,5.23
7.25,0.024,5.19
7.26,0.026000000000000002,5.06
7.27,0.026000000000000002,5.07
7.28,0.027000000000000003,4.93
7.3,0.028999999999999998,4.87
7.31,0.03,4.78
7.32,0.033,4.70
7.33,0.037,4.75
7.35,0.040999999999999995,4.82
7.36,0.043,4.85
7.37,0.044,4.82
7.38,0.046,4.71
7.39,0.048,4.60
7.41,0.054000000000000006,4.55
7.42,0.059,4.72
7.43,0.064,4.81
7.44,0.065,4.89
7.45,0.066,4.75
7.47,0.068,4.60
7.48,0.073,4.43
7.49,0.081,4.51
7.5,0.087,4.79
7.51,0.087,4.92
7.53,0.087,4.66
7.54,0.091,4.43
7.55,0.099,4.40
7.56,0.10400000000000001,4.66
7.57,0.10700000000000001,4.67
7.59,0.10900000000000001,4.57
7.6,0.11200000000000002,4.45
7.61,0.118,4.30
7.62,0.125,4.39
7.63,0.131,4.58
7.65,0.132,4.66
7.66,0.135,4.42
7.67,0.13999999999999999,4.28
7.68,0.145,4.31
7.7,0.151,4.28
7.71,0.156,4.34
7.72,0.161,4.34
7.73,0.16399999999999998,4.35
7.74,0.16899999999999998,4.23
7.76,0.175,4.22
7.77,0.179,4.27
7.78,0.184,4.15
7.79,0.19,4.15
7.8,0.195,4.20
7.82,0.2,4.17
7.83,0.20600000000000002,4.11
7.84,0.211,4.18
7.85,0.21600000000000003,4.14
7.86,0.22200000000000003,4.08
7.88,0.22799999999999998,4.12
7.89,0.23399999999999999,4.18
7.9,0.23900000000000002,4.21
7.91,0.242,4.14
7.92,0.246,4.03
7.94,0.255,3.94
7.95,0.262,4.09
7.96,0.267,4.19
7.97,0.272,4.14
7.98,0.275,4.12
8.0,0.28300000000000003,3.98
8.01,0.29100000000000004,4.08
8.02,0.296,4.25
8.03,0.3,4.23
8.04,0.304,4.09
8.06,0.311,3.97
8.07,0.318,4.07
8.08,0.324,4.14
8.09,0.32799999999999996,4.20
8.1,0.33399999999999996,4.09
8.12,0.339,4.12
8.13,0.34500000000000003,4.05
8.14,0.351,4.11
8.15,0.357,4.14
8.17,0.362,4.15
8.18,0.367,4.12
8.19,0.373,4.11
8.2,0.378,4.15
8.21,0.383,4.09
8.22,0.389,4.07
8.24,0.394,4.14
8.25,0.4,4.09
8.26,0.40599999999999997,4.14
8.27,0.41100000000000003,4.19
8.28,0.41500000000000004,4.20
8.3,0.418,4.09
8.31,0.42400000000000004,4.01
8.32,0.43099999999999994,4.07
8.33,0.437,4.14
8.35,0.44000000000000006,4.21
8.36,0.445,4.14
8.37,0.449,4.14
8.38,0.454,4.08
8.39,0.45899999999999996,4.09
8.41,0.465,4.10
8.42,0.46799999999999997,4.17
8.43,0.47300000000000003,4.14
8.44,0.477,4.17
8.45,0.48200000000000004,4.13
8.47,0.484,4.14
8.48,0.489,4.05
8.49,0.495,4.09
8.5,0.499,4.22
8.51,0.501,4.17
8.52,0.504,4.10
8.54,0.509,4.02
8.55,0.515,4.06
8.56,0.52,4.21
8.57,0.521,4.30
8.59,0.523,4.16
8.6,0.526,4.08
8.61,0.53,4.03
8.62,0.534,4.06
8.63,0.538,4.15
8.65,0.542,4.18
8.66,0.544,4.22
8.67,0.5469999999999999,4.20
8.68,0.548,4.17
8.69,0.5519999999999999,4.07
8.71,0.5549999999999999,4.13
8.72,0.558,4.20
8.73,0.5599999999999999,4.20
8.74,0.561,4.20
8.75,0.5650000000000001,4.14
8.77,0.5660000000000001,4.23
8.78,0.5690000000000001,4.18
8.79,0.571,4.20
8.8,0.572,4.23
8.81,0.5740000000000001,4.20
8.83,0.576,4.18
8.84,0.5780000000000001,4.23
8.85,0.58,4.28
8.86,0.581,4.27
8.88,0.583,4.27
8.89,0.585,4.35
8.9,0.585,4.36
8.91,0.5860000000000001,4.30
8.92,0.588,4.33
8.94,0.588,4.42
8.95,0.589,4.39
8.96,0.589,4.43
8.97,0.591,4.41
8.98,0.592,4.46
9.0,0.591,4.52
9.01,0.592,4.44
9.02,0.592,4.51
9.03,0.593,4.52
9.04,0.593,4.61
9.06,0.593,4.63
9.07,0.592,4.65
9.08,0.593,4.61
9.09,0.592,4.72
9.1,0.592,4.70
9.11,0.592,4.75
9.13,0.592,4.81
9.14,0.591,4.87
9.15,0.591,4.87
9.16,0.589,4.95
9.18,0.589,4.95
9.19,0.588,5.05
9.2,0.588,5.07
9.21,0.587,5.17
9.22,0.587,5.20
9.24,0.5860000000000001,5.32
9.25,0.585,5.37
9.26,0.583,5.42
9.27,0.5820000000000001,5.48
9.28,0.5820000000000001,5.54
9.3,0.5780000000000001,5.69
9.31,0.576,5.62
9.32,0.5740000000000001,5.63
9.33,0.572,5.64
9.35,0.572,5.73
9.36,0.5690000000000001,5.92
9.37,0.564,5.88
9.38,0.558,5.75
9.39,0.554,5.57
9.4,0.5559999999999999,5.56
9.42,0.5549999999999999,5.91
9.43,0.55,6.02
9.44,0.5429999999999999,5.94
9.45,0.538,5.73
9.46,0.537,5.66
9.48,0.537,5.79
9.49,0.534,6.03
9.5,0.526,6.12
9.51,0.519,5.85
9.52,0.516,5.63
9.54,0.517,5.75
9.55,0.516,6.07
9.56,0.506,6.26
9.57,0.49800000000000005,5.93
9.59,0.49400000000000005,5.68
9.6,0.495,5.73
9.61,0.495,6.07
9.62,0.488,6.37
9.63,0.477,6.19
9.65,0.471,5.81
9.66,0.471,5.75
9.67,0.471,6.04
9.68,0.466,6.31
9.69,0.454,6.32
9.71,0.44800000000000006,5.91
9.72,0.445,5.84
9.73,0.446,5.97
9.74,0.44299999999999995,6.38
9.75,0.43200000000000005,6.47
9.77,0.42300000000000004,6.13
9.78,0.42000000000000004,5.90
9.79,0.418,6.03
9.8,0.41600000000000004,6.27
9.81,0.40700000000000003,6.45
9.83,0.4,6.26
9.84,0.394,6.14
9.85,0.39,6.11
9.86,0.388,6.21
9.87,0.383,6.40
9.89,0.376,6.44
9.9,0.368,6.33
9.91,0.363,6.25
9.92,0.359,6.27
9.93,0.355,6.31
9.95,0.35,6.43
9.96,0.343,6.50
9.97,0.33799999999999997,6.40
9.98,0.33199999999999996,6.42
10.0,0.32599999999999996,6.39
10.01,0.323,6.39
10.02,0.318,6.58
10.03,0.311,6.60
10.04,0.305,6.53
10.06,0.29700000000000004,6.50
10.07,0.294,6.40
10.08,0.29100000000000004,6.52
10.09,0.284,6.73
10.1,0.27799999999999997,6.60
10.12,0.273,6.57
10.13,0.268,6.64
10.14,0.263,6.68
10.15,0.258,6.72
10.16,0.252,6.73
10.18,0.24700000000000003,6.72
10.19,0.242,6.75
10.2,0.23500000000000001,6.78
10.21,0.231,6.69
10.22,0.225,6.77
10.24,0.22200000000000003,6.72
10.25,0.217,6.82
10.26,0.213,6.87
10.27,0.207,6.96
10.28,0.2,6.90
10.3,0.196,6.77
10.31,0.192,6.86
10.32,0.186,6.94
10.33,0.183,6.87
10.35,0.178,6.97
10.36,0.172,6.94
10.37,0.16799999999999998,6.87
10.38,0.16299999999999998,6.96
10.39,0.159,6.94
10.4,0.154,7.00
10.42,0.15,6.96
10.43,0.145,6.96
10.44,0.13999999999999999,6.93
10.46,0.136,6.90
10.47,0.13,6.96
10.48,0.125,6.85
10.49,0.12,6.79
10.5,0.118,6.74
10.52,0.11200000000000002,6.86
10.53,0.10800000000000001,6.73
10.54,0.10400000000000001,6.74
10.55,0.099,6.74
10.56,0.096,6.67
10.57,0.091,6.67
10.59,0.088,6.59
10.6,0.08399999999999999,6.67
10.61,0.08,6.56
10.62,0.077,6.54
10.64,0.073,6.60
10.65,0.06999999999999999,6.49
10.66,0.066,6.53
10.67,0.064,6.47
10.68,0.06,6.50
10.7,0.059,6.45
10.71,0.05500000000000001,6.53
10.72,0.052000000000000005,6.47
10.73,0.049,6.40
10.74,0.046,6.39
10.76,0.046,6.31
10.77,0.043,6.45
10.78,0.040999999999999995,6.42
10.79,0.038,6.38
10.81,0.036,6.35
10.82,0.033,6.32
10.83,0.032,6.27
10.84,0.031,6.29
10.85,0.03,6.31
10.86,0.028999999999999998,6.31
10.88,0.026000000000000002,6.31
10.89,0.025,6.23
10.9,0.024,6.23
10.91,0.022,6.21
10.93,0.022,6.18
10.94,0.022,6.23
10.95,0.02,6.26
10.96,0.019,6.15
10.97,0.019,6.10
10.99,0.019,6.11
11.0,0.016,6.12
11.01,0.016,5.98
11.02,0.016,5.98
11.03,0.016,5.97
11.05,0.016,5.96
11.06,0.015,5.94
11.07,0.016,5.83
11.08,0.015,5.87
11.1,0.016,5.76
11.11,0.016,5.78
11.12,0.018,5.73
11.13,0.018,5.74
11.14,0.016,5.68
11.16,0.019,5.52
11.17,0.02,5.59
11.18,0.02,5.59
11.19,0.02,5.49
11.2,0.020999999999999998,5.39
11.22,0.020999999999999998,5.36
11.23,0.022,5.25
11.24,0.024,5.21
11.25,0.025,5.16
11.27,0.025,5.10
11.28,0.026000000000000002,4.96
11.29,0.028999999999999998,4.89
11.3,0.03,4.89
11.31,0.031,4.83
11.32,0.032,4.73
11.34,0.036,4.64
11.35,0.040999999999999995,4.69
11.36,0.046,4.80
11.37,0.048,4.92
11.39,0.047,4.89
11.4,0.049,4.62
11.41,0.05500000000000001,4.56
11.42,0.062,4.72
11.43,0.064,4.88
11.45,0.064,4.84
11.46,0.065,4.60
11.47,0.071,4.45
11.48,0.077,4.59
11.49,0.08199999999999999,4.71
11.51,0.08499999999999999,4.79
11.52,0.086,4.70
11.53,0.088,4.52
11.54,0.095,4.40
11.55,0.101,4.51
11.57,0.10700000000000001,4.64
11.58,0.10700000000000001,4.73
11.59,0.10900000000000001,4.46
11.6,0.11399999999999999,4.34
11.62,0.123,4.36
11.63,0.128,4.57
11.64,0.13,4.61
11.65,0.131,4.47
11.66,0.136,4.23
11.68,0.145,4.23
11.69,0.151,4.45
11.7,0.153,4.54
11.71,0.156,4.37
11.72,0.159,4.21
11.74,0.16499999999999998,4.12
11.75,0.173,4.15
11.76,0.179,4.28
11.77,0.183,4.36
11.78,0.186,4.26
11.8,0.19,4.14
11.81,0.197,4.04
11.82,0.20299999999999999,4.15
11.83,0.20800000000000002,4.19
11.85,0.21400000000000002,4.16
11.86,0.21800000000000003,4.20
11.87,0.223,4.09
11.88,0.22999999999999998,4.02
11.89,0.23500000000000001,4.13
11.91,0.24100000000000002,4.12
11.92,0.24700000000000003,4.12
11.93,0.252,4.15
11.94,0.256,4.11
11.95,0.263,3.99
11.97,0.269,4.09
11.98,0.277,4.12
11.99,0.282,4.22
12.0,0.284,4.15
12.02,0.29,3.95
12.03,0.29700000000000004,3.98
12.04,0.306,4.11
12.05,0.311,4.26
12.06,0.315,4.21
12.08,0.318,4.09
12.09,0.324,3.95
12.1,0.333,4.01
12.11,0.33999999999999997,4.18
12.12,0.344,4.29
12.14,0.348,4.15
12.15,0.354,4.03
12.16,0.36,4.07
12.17,0.366,4.11
12.18,0.372,4.15
12.2,0.377,4.19
12.21,0.38,4.16
12.22,0.387,4.03
12.23,0.393,4.10
12.24,0.399,4.15
12.26,0.404,4.20
12.27,0.40700000000000003,4.15
12.28,0.41200000000000003,4.06
12.29,0.417,4.07
12.31,0.42400000000000004,4.03
12.32,0.429,4.17
12.33,0.434,4.17
12.34,0.43899999999999995,4.16
12.35,0.44299999999999995,4.14
12.36,0.44800000000000006,4.09
12.38,0.453,4.10
12.39,0.45899999999999996,4.08
12.4,0.46399999999999997,4.17
12.41,0.46799999999999997,4.19
12.43,0.471,4.23
12.44,0.475,4.09
12.45,0.479,4.05
12.46,0.484,4.08
12.47,0.489,4.09
12.49,0.493,4.16
12.5,0.49800000000000005,4.13
12.51,0.501,4.18
12.52,0.505,4.14
12.53,0.509,4.13
12.55,0.512,4.12
12.56,0.515,4.12
12.57,0.52,4.04
12.58,0.525,4.12
12.6,0.528,4.21
12.61,0.53,4.21
12.62,0.533,4.10
12.63,0.537,4.12
12.64,0.541,4.14
12.66,0.5429999999999999,4.18
12.67,0.5469999999999999,4.15
12.68,0.548,4.19
12.69,0.5519999999999999,4.10
12.7,0.554,4.16
12.72,0.5559999999999999,4.15
12.73,0.5589999999999999,4.14
12.74,0.561,4.14
12.75,0.564,4.16
12.77,0.567,4.18
12.78,0.5690000000000001,4.26
12.79,0.5700000000000001,4.21
12.8,0.571,4.17
12.81,0.575,4.14
12.82,0.576,4.26
12.84,0.5780000000000001,4.24
12.85,0.58,4.29
12.86,0.581,4.28
12.87,0.5820000000000001,4.27
12.89,0.583,4.28
12.9,0.5860000000000001,4.29
12.91,0.5860000000000001,4.38
12.92,0.588,4.33
12.93,0.588,4.43
12.95,0.589,4.39
12.96,0.589,4.43
12.97,0.592,4.41
12.98,0.592,4.53
12.99,0.591,4.52
13.01,0.592,4.44
13.02,0.592,4.51
13.03,0.593,4.52
13.04,0.593,4.61
13.06,0.593,4.63
13.07,0.593,4.66
13.08,0.593,4.69
13.09,0.593,4.72
13.1,0.593,4.77
13.12,0.591,4.83
13.13,0.592,4.74
13.14,0.591,4.87
13.15,0.589,4.87
13.16,0.589,4.88
13.18,0.588,4.96
13.19,0.588,4.98
13.2,0.587,5.08
13.21,0.587,5.10
13.22,0.5860000000000001,5.21
13.24,0.5860000000000001,5.25
13.25,0.585,5.38
13.26,0.585,5.43
13.27,0.5820000000000001,5.56
13.28,0.58,5.56
13.3,0.58,5.55
13.31,0.577,5.70
13.32,0.575,5.71
13.33,0.572,5.74
13.35,0.5700000000000001,5.75
13.36,0.5660000000000001,5.77
13.37,0.563,5.75
13.38,0.5599999999999999,5.71
13.39,0.5559999999999999,5.75
13.41,0.554,5.73
13.42,0.5519999999999999,5.78
13.43,0.549,5.84
13.44,0.545,5.90
13.46,0.541,5.91
13.47,0.536,5.84
13.48,0.533,5.75
13.49,0.5309999999999999,5.83
13.5,0.528,5.94
13.52,0.523,6.03
13.53,0.516,5.98
13.54,0.511,5.81
13.55,0.509,5.75
13.56,0.508,5.86
13.58,0.505,6.05
13.59,0.499,6.19
13.6,0.492,6.09
13.61,0.48600000000000004,5.90
13.62,0.484,5.83
13.64,0.48200000000000004,6.04
13.65,0.47800000000000004,6.17
13.66,0.47000000000000003,6.24
13.67,0.462,6.04
13.68,0.45899999999999996,5.87
13.7,0.457,5.95
13.71,0.45499999999999996,6.20
13.72,0.446,6.36
13.73,0.438,6.15
13.75,0.434,5.92
13.76,0.43200000000000005,6.04
13.77,0.42800000000000005,6.20
13.78,0.421,6.30
13.79,0.41500000000000004,6.21
13.81,0.41,6.16
13.82,0.40599999999999997,6.16
13.83,0.40099999999999997,6.27
13.84,0.394,6.33
13.85,0.388,6.21
13.86,0.384,6.18
13.88,0.38,6.26
13.89,0.376,6.40
13.9,0.368,6.44
13.92,0.362,6.34
13.93,0.357,6.33
13.94,0.351,6.38
13.95,0.346,6.32
13.96,0.33999999999999997,6.36
13.98,0.337,6.36
13.99,0.32999999999999996,6.48
14.0,0.324,6.46
14.01,0.318,6.43
14.02,0.315,6.40
14.03,0.311,6.52
14.05,0.304,6.64
14.06,0.29700000000000004,6.57
14.07,0.29300000000000004,6.54
14.08,0.28500000000000003,6.55
14.1,0.28300000000000003,6.48
14.11,0.277,6.67
14.12,0.272,6.64
14.13,0.267,6.68
14.14,0.261,6.72
14.16,0.256,6.68
14.17,0.251,6.72
14.18,0.24500000000000002,6.78
14.19,0.24,6.74
14.2,0.233,6.77
14.22,0.229,6.63
14.23,0.225,6.76
14.24,0.22000000000000003,6.86
14.25,0.21400000000000002,6.88
14.27,0.20800000000000002,6.85
14.28,0.20299999999999999,6.77
14.29,0.2,6.79
14.3,0.196,6.87
14.31,0.189,6.98
14.32,0.185,6.84
14.34,0.18,6.89
14.35,0.176,6.92
14.36,0.16999999999999998,6.99
14.37,0.16499999999999998,6.91
14.39,0.162,6.90
14.4,0.158,6.96
14.41,0.152,7.02
14.42,0.147,6.93
14.44,0.142,6.93
14.45,0.13899999999999998,6.90
14.46,0.134,6.94
14.47,0.129,6.88
14.48,0.125,6.86
14.5,0.12,6.89
14.51,0.11399999999999999,6.84
14.52,0.10900000000000001,6.73
14.53,0.10600000000000001,6.66
14.54,0.10200000000000001,6.67
14.56,0.098,6.67
14.57,0.095,6.69
14.58,0.091,6.69
14.59,0.087,6.66
14.6,0.08199999999999999,6.66
14.62,0.077,6.57
14.63,0.075,6.47
14.64,0.073,6.51
14.65,0.06999999999999999,6.55
14.66,0.066,6.59
14.68,0.063,6.54
14.69,0.059,6.49
14.7,0.05500000000000001,6.44
14.71,0.054000000000000006,6.38
14.73,0.051000000000000004,6.44
14.74,0.048,6.38
14.75,0.046,6.37
14.76,0.044,6.36
14.77,0.043,6.41
14.78,0.04,6.46
14.8,0.037,6.36
14.81,0.034999999999999996,6.32
14.82,0.033,6.29
14.83,0.032,6.31
14.85,0.031,6.32
14.86,0.03,6.33
14.87,0.028999999999999998,6.34
14.88,0.026000000000000002,6.34
14.89,0.025,6.26
14.91,0.022,6.25
14.92,0.020999999999999998,6.15
14.93,0.020999999999999998,6.13
14.94,0.020999999999999998,6.17
14.95,0.019,6.20
14.97,0.019,6.08
14.98,0.019,6.10
14.99,0.018,6.12
15.0,0.018,6.05
15.02,0.016,6.06
15.03,0.015,5.98
15.04,0.016,5.89
15.05,0.016,5.95
15.06,0.016,5.92
15.08,0.016,5.89
15.09,0.018,5.85
15.1,0.016,5.89
15.11,0.015,5.77
15.12,0.016,5.63
15.14,0.018,5.64
15.15,0.019,5.65
15.16,0.019,5.64
15.17,0.02,5.56
15.18,0.019,5.55
15.2,0.02,5.38
15.21,0.020999999999999998,5.35
15.22,0.022,5.31
15.23,0.022,5.28
15.25,0.024,5.16
15.26,0.025,5.11
15.27,0.025,5.05
15.28,0.026000000000000002,4.91
15.29,0.028999999999999998,4.84
15.31,0.031,4.84
15.32,0.032,4.84
15.33,0.033,4.74
15.34,0.038,4.64
15.35,0.041999999999999996,4.77
15.37,0.046,4.83
15.38,0.047,4.85
15.39,0.048,4.73
15.4,0.051000000000000004,4.62
15.41,0.05500000000000001,4.55
15.43,0.062,4.65
15.44,0.066,4.81
15.45,0.066,4.89
15.46,0.068,4.66
15.48,0.071,4.51
15.49,0.077,4.50
15.5,0.08399999999999999,4.65
15.51,0.087,4.76
15.52,0.088,4.74
15.54,0.091,4.57
15.55,0.096,4.44
15.56,0.10200000000000001,4.50
15.57,0.10700000000000001,4.61
15.58,0.11000000000000001,4.64
15.6,0.11200000000000002,4.57
15.61,0.11499999999999999,4.37
15.62,0.123,4.34
15.63,0.128,4.48
15.64,0.131,4.49
15.66,0.136,4.42
15.67,0.13899999999999998,4.43
15.68,0.143,4.26
15.69,0.151,4.28
15.71,0.156,4.42
15.72,0.158,4.39
15.73,0.16299999999999998,4.23
15.74,0.16899999999999998,4.21
15.75,0.175,4.27
15.77,0.179,4.32
15.78,0.183,4.23
15.79,0.186,4.13
15.8,0.192,4.00
15.81,0.20099999999999998,4.05
15.82,0.207,4.26
15.84,0.211,4.31
15.85,0.21400000000000002,4.17
15.86,0.22000000000000003,4.06
15.88,0.227,4.10
15.89,0.233,4.10
15.9,0.238,4.16
15.91,0.242,4.12
15.92,0.24700000000000003,4.08
15.94,0.253,4.01
15.95,0.261,4.04
15.96,0.268,4.17
15.97,0.273,4.24
15.98,0.277,4.20
16.0,0.27999999999999997,4.08
16.01,0.288,3.96
16.02,0.29500000000000004,4.03
16.03,0.301,4.16
16.04,0.305,4.19
16.06,0.311,4.04
16.07,0.317,4.07
16.08,0.323,4.10
16.09,0.329,4.16
16.1,0.33399999999999996,4.16
16.12,0.339,4.12
16.13,0.34500000000000003,4.08
16.14,0.35,4.08
16.15,0.359,4.07
16.16,0.363,4.25
16.18,0.366,4.22
16.19,0.371,4.01
16.2,0.379,3.98
16.21,0.385,4.17
16.22,0.389,4.24
16.24,0.394,4.11
16.25,0.4,4.09
16.26,0.40599999999999997,4.14
16.27,0.41,4.17
16.28,0.41600000000000004,4.10
16.3,0.421,4.16
16.31,0.426,4.15
16.32,0.43099999999999994,4.12
16.33,0.43499999999999994,4.11
16.35,0.44000000000000006,4.14
16.36,0.445,4.11
16.37,0.449,4.12
16.38,0.45499999999999996,4.05
16.39,0.45999999999999996,4.14
16.41,0.465,4.13
16.42,0.47000000000000003,4.17
16.43,0.47300000000000003,4.19
16.44,0.477,4.13
16.45,0.48200000000000004,4.08
16.47,0.48600000000000004,4.12
16.48,0.49000000000000005,4.10
16.49,0.495,4.13
16.5,0.49800000000000005,4.17
16.52,0.501,4.08
16.53,0.506,4.04
16.54,0.511,4.11
16.55,0.515,4.19
16.56,0.519,4.19
16.58,0.52,4.17
16.59,0.525,4.03
16.6,0.528,4.12
16.61,0.5309999999999999,4.14
16.62,0.536,4.09
16.64,0.538,4.19
16.65,0.541,4.15
16.66,0.544,4.10
16.67,0.548,4.16
16.68,0.549,4.21
16.7,0.553,4.11
16.71,0.5559999999999999,4.17
16.72,0.5589999999999999,4.24
16.73,0.561,4.23
16.75,0.563,4.24
16.76,0.5650000000000001,4.18
16.77,0.567,4.20
16.78,0.5690000000000001,4.21
16.79,0.571,4.17
16.8,0.572,4.21
16.82,0.575,4.18
16.83,0.576,4.22
16.84,0.58,4.20
16.85,0.581,4.33
16.87,0.581,4.32
16.88,0.5820000000000001,4.25
16.89,0.585,4.26
16.9,0.5860000000000001,4.34
16.92,0.587,4.36
16.93,0.588,4.38
16.94,0.588,4.41
16.95,0.589,4.38
16.96,0.591,4.42
16.97,0.591,4.47
16.99,0.592,4.45
17.0,0.592,4.52
17.01,0.592,4.51
17.02,0.593,4.52
17.04,0.593,4.60
17.05,0.593,4.62
17.06,0.592,4.64
17.07,0.592,4.59
17.08,0.593,4.63
17.1,0.593,4.74
17.11,0.592,4.79
17.12,0.592,4.77
17.13,0.591,4.83
17.14,0.591,4.83
17.16,0.591,4.90
17.17,0.591,4.98
17.18,0.589,5.07
17.19,0.588,5.09
17.2,0.587,5.11
17.22,0.587,5.15
17.23,0.5860000000000001,5.26
17.24,0.5860000000000001,5.30
17.25,0.5860000000000001,5.43
17.26,0.585,5.55
17.28,0.5820000000000001,5.61
17.29,0.581,5.60
17.3,0.5780000000000001,5.69
17.31,0.575,5.69
17.33,0.572,5.63
17.34,0.5700000000000001,5.65
17.35,0.5700000000000001,5.67
17.36,0.567,5.85
17.37,0.561,5.88
17.39,0.558,5.71
17.4,0.554,5.69
17.41,0.554,5.64
17.42,0.5519999999999999,5.86
17.43,0.548,5.92
17.45,0.542,5.91
17.46,0.537,5.77
17.47,0.534,5.69
17.48,0.533,5.77
17.5,0.532,5.93
17.51,0.526,6.11
17.52,0.517,5.99
17.53,0.514,5.72
17.54,0.512,5.73
17.56,0.512,5.93
17.57,0.506,6.19
17.58,0.499,6.08
17.59,0.492,5.93
17.6,0.49000000000000005,5.76
17.62,0.489,5.94
17.63,0.487,6.14
17.64,0.477,6.30
17.65,0.47000000000000003,6.00
17.67,0.465,5.85
17.68,0.465,5.85
17.69,0.462,6.14
17.7,0.45599999999999996,6.29
17.71,0.446,6.23
17.73,0.44000000000000006,5.97
17.74,0.43899999999999995,5.91
17.75,0.437,6.12
17.76,0.433,6.31
17.77,0.42300000000000004,6.41
17.79,0.41600000000000004,6.14
17.8,0.41200000000000003,6.02
17.81,0.409,6.12
17.82,0.40599999999999997,6.22
17.83,0.399,6.40
17.85,0.391,6.32
17.86,0.385,6.21
17.87,0.383,6.17
17.88,0.378,6.33
17.89,0.372,6.39
17.91,0.366,6.36
